data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8916701,218,ECU1665,1665,"23 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","FUT: United Workers' Front; Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Universo (Ecuador)",National,"On 23 March 2022, in Quito - Manuela Saenz (Pichincha), unionized workers members of the United Workers' Front (FUT) marched from the Social Security offices towards Santo Domingo square as a demonstration to demand changes to the new Investment Law and to demand the national assembly to consider their proposal for the Labor Code. They claimed that the new Investment Law would privatize strategic sectors of the country. [size=no report]",0,1648486733,ECU
8916626,218,ECU1662,1662,"22 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador); MUPP-NP: Pachakutik Plurinational Unity Movement - New Country; Government of Ecuador (2021-)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 22 March 2022, in Quito - Eugenio Espejo (Pichincha), indigenous members of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) and Pachakutik Congress members staged a demonstration in El Arbolito park to complain about their demands about reducing the costs of fuel prices and agricultural supplies that have not been resolved. [size=no report]",0,1648486733,ECU
8916627,218,ECU1663,1663,"22 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 22 March 2022, in Quito - Manuela Saenz (Pichincha), for the second consecutive day, taxi cab drivers blocked several streets in the center of the city as a demonstration to demand the local government to exclude them from the car restriction measure, known as 'Pico y Placa', and to control informal and transportation platforms drivers. They were previously excluded during the coronavirus pandemic lockdown measures, and a new disposition included them in the restriction. [size=no report]",0,1648486733,ECU
8916662,218,ECU1664,1664,"22 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Tungurahua,Ambato,,Ambato,-1.2491,-78.6168,1,"El Heraldo (Ecuador)",Subnational,"On 22 March 2022, in Ambato (Tungurahua), mixed commercial transportation drivers and representatives of seven rural parishes staged a demonstration outside the local government offices to demand the authorization for them to work in rural parishes of the city. [size=no report]",0,1648486733,ECU
8916702,218,ECU1661,1661,"22 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Afro-Ecuadorian Ethnic Group (Ecuador)",6,,,0,60,"South America",Ecuador,Imbabura,Ibarra,,"San Miguel de Ibarra",0.3517,-78.1223,1,"El Universo (Ecuador)",National,"On 22 March 2022, in San Miguel de Ibarra (Imbabura), afro-Ecuadorian residents from Carchi and Imbabura provinces blocked the E35 highway near Mascarilla sector as a demonstration to demand the improvement of the irrigation canal of Ambuqui and to demand the construction of an agricultural market to avoid selling their products to intermediaries. This demonstration was carried out in commemoration of the World Water Day. [size=no report]",0,1648486733,ECU
8916625,218,ECU1660,1660,"21 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 21 March 2022, in Quito - Manuela Saenz (Pichincha), dozens of taxi cab drivers blocked several streets in the city center as a demonstration to demand the local government to exclude them from the car restriction measure, known as 'Pico y Placa', and to control informal and transportation platforms drivers. They were previously excluded during the coronavirus pandemic lockdown measures, and a new disposition included them in the restriction. [size=dozens]",0,1648486733,ECU
8911193,218,ECU1659,1659,"18 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","FUT: United Workers' Front; Labour Group (Ecuador); UNE: National Union of Educators; Teachers (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 18 March 2022, in Quito - Eugenio Espejo (Pichincha), unionized teachers members of the National Union of Educators (UNE) and unionized workers members of the United Workers' Front (FUT) marched from the Social Security offices through the city as a demonstration to demand the approval of the Intercultural Education Organic Law (LOEI) that would increase the teachers' salaries. [size=no report]",0,1647899594,ECU
8911195,218,ECU1658,1658,"16 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Farmers (Ecuador)",6,,,0,60,"South America",Ecuador,"Los Rios",Puebloviejo,,Puebloviejo,-1.5512,-79.5329,1,"El Comercio (Ecuador)",National,"On 16 March 2022, in Puebloviejo (Los Rios), banana farmers from Guayas, Cotopaxi, Los Rios, and El Oro provinces marched through the city as a demonstration to demand the government to start an emergency fund for their sector and to buy the surplus of bananas due to the halt of exports to Russia and Ukraine. [size=no report]",0,1647899594,ECU
8911282,218,ECU1657,1657,"15 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Universo (Ecuador)",National,"On 15 March 2022, in Quito - Eugenio Espejo (Pichincha), dozens of residents staged a demonstration in El Ejido park to reject the amnesties given by the National Assembly to people and political actors that were part of violent acts during the riots of October 2019. [size=dozens]",0,1647899594,ECU
8911283,218,ECU1656,1656,"15 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Universo (Ecuador)",National,"On 15 March 2022, in Guayaquil (Guayas), residents of Socio Vivienda 3 in the northeast of the city staged a demonstration to complain about the increasing criminal activity in their sector. [size=no report]",0,1647899594,ECU
8911132,218,ECU1655,1655,"14 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Loja,Loja,,Loja,-3.9931,-79.2042,1,"Cronica (Ecuador)",Subnational,"On 14 March 2022, in Loja (Loja), parents of students of the Lauro Guerrero School staged a demonstration outside the school campus to demand a solution about the infrastructure issues that have not been solved since 2018. [size=no report]",0,1647899593,ECU
8911194,218,ECU1654,1654,"14 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Farmers (Ecuador)",6,,,0,60,"South America",Ecuador,Guayas,Naranjal,,"Puerto Inca",-2.5398,-79.5495,1,"El Comercio (Ecuador)",National,"On 14 March 2022, in Puerto Inca (Guayas), banana farmers from Guayas, Los Rios, and El Oro provinces blocked the Puerto Inca-Guayaquil highway, on the bridge over the Canar river, as a demonstration to demand the government to start an emergency fund for their sector and to buy the surplus of bananas due to the halt of exports to Russia and Ukraine. [size=no report]",0,1647899594,ECU
8911281,218,ECU1653,1653,"14 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Universo (Ecuador)",National,"On 14 March 2022, in Guayaquil (Guayas), mining workers blocked the highway towards the Camilo Ponce Enriquez sector as a demonstration to demand authorities investigation in corruption acts in the concession of the Muyuyacu mining zone. [size=no report]",0,1647899594,ECU
8911196,218,ECU1652,1652,"13 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","UNE: National Union of Educators; Teachers (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 13 March 2022, in Quito - Eugenio Espejo (Pichincha), unionized teachers members of the National Union of Educators (UNE) staged a demonstration outside the National Assembly offices to demand the assembly members to ratify the reform to the Education Law that would raise teachers' salaries. [size=no report]",0,1647899594,ECU
8911192,218,ECU1651,1651,"12 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 12 March 2022, in Quito - Tumbaco (Pichincha), residents of La Primavera staged a demonstration to reject the construction of a building in a high-risk sector near El Tejar creek. [size=no report]",0,1647899594,ECU
8911280,218,ECU1650,1650,"12 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Universo (Ecuador)",National,"On 12 March 2022, in Guayaquil (Guayas), members of 30 anti-abortion organizations staged a demonstration in Rocafuerte square to demand the government to veto the law guaranteeing the termination of pregnancy in cases of rape that was approved by the National Assembly the previous month. [size=no report]",0,1647899594,ECU
8911237,218,ECU1649,1649,"11 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Protesters (Ukraine)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Mercurio (Ecuador)",National,"On 11 March 2022, in Quito - Eugenio Espejo (Pichincha), dozens of activists and Ukrainian residents staged a demonstration outside the Russian Embassy offices to reject the Russian military intervention in Ukraine and to demand peace between both countries. [size=dozens]",0,1647899594,ECU
8901374,218,ECU1644,1644,"09 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 9 March 2022, in Guayaquil (Guayas), retired workers staged a demonstration outside the Social Security offices in the center of the city to reject the new calculation of the pension fund for people retired from 2017 to 2021. [size=no report]",0,1647298160,ECU
8901261,218,ECU1646,1646,"08 March 2022",2022,1,Protests,"Protest with intervention","Protesters (Ecuador)","Women (Ecuador)",6,"Police Forces of Ecuador (2021-)",,1,16,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Comercio (Ecuador)",National,"On 8 March 2022, in Guayaquil (Guayas), women activists marched through the center of the city as a demonstration in commemoration of International Women's Day. Police officers intervened and used tear gas to disperse them. [size=no report]",0,1647298159,ECU
8901262,218,ECU1647,1647,"08 March 2022",2022,1,Protests,"Protest with intervention","Protesters (Ecuador)","Women (Ecuador); Civilians (Ecuador); Journalists (Ecuador)",6,"Police Forces of Ecuador (2021-)",,1,16,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 8 March 2022, in Quito - Manuela Saenz (Pichincha), women activists marched through the center of the city as a demonstration in commemoration of International Women's Day. Police officers intervened, attacked the demonstrators and used tear gas to disperse them. A journalist was also injured. [size=no report]",0,1647298159,ECU
8901366,218,ECU1645,1645,"08 March 2022",2022,1,Protests,"Protest with intervention","Protesters (Ecuador)","Women (Ecuador)",6,"Police Forces of Ecuador (2021-)",,1,16,"South America",Ecuador,Azuay,Cuenca,,Cuenca,-2.9006,-79.0045,1,"El Universo (Ecuador)",National,"On 8 March 2022, in Cuenca (Azuay), women activists marched through the city as a demonstration in commemoration of International Women's Day. Police officers intervened and used tear gas to disperse them. [size=no report]",0,1647298159,ECU
8901365,218,ECU1643,1643,"07 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Universo (Ecuador)",National,"On 7 March 2022, in Quito - Manuela Saenz (Pichincha), dozens of bakers from Guayas, Azuay, Esmeraldas, Carchi, Loja, and Pichincha provinces staged a demonstration outside the Central Government offices to demand an explanation of why the rise of prices of bread ingredients. They claimed they had agreed with the previous government that there would be a suspension on the increase of bread supplies. [size=dozens]",0,1647298159,ECU
8901260,218,ECU1642,1642,"06 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Protesters (Ukraine)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 6 March 2022, in Quito - Eugenio Espejo (Pichincha), local and Ukrainian residents staged a demonstration in Naciones Unidas avenue to reject the Russian invasion in Ukraine, and against the Russian president. [size=no report]",0,1647298159,ECU
8893615,218,ECU1638,1638,"02 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 2 March 2022, in Quito - Eugenio Espejo (Pichincha), inflammatory bowel diseases patients staged a demonstration outside the Carlos Andrade Marin Hospital (HCAM) to demand medicines to be provided for them to continue their treatments. [size=no report]",0,1646694035,ECU
8893671,218,ECU1637,1637,"02 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Government of Ecuador (2021-); Police Forces of Ecuador (2021-)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Universo (Ecuador)",National,"On 2 March 2022, in Quito - Manuela Saenz (Pichincha), residents, neighborhood representatives, assembly members, and police forces staged a demonstration in front of the National Assembly and later marched towards the local government offices to demand reforms on laws to increase security in the city. [size=no report]",0,1646694035,ECU
8893677,218,ECU1639,1639,"02 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,Expreso,National,"On 2 March 2022, in Quito - La Delicia (Pichincha), residents of La Roldos neighborhood in Condado sector staged a demonstration to demand authorities to place a speedbump and transit metropolitan agents to be assigned to the sector. The demonstration comes after a woman was run over a bus while crossing the street. [size=no report]",0,1646694035,ECU
8862568,218,ECU1636,1636,"25 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 25 February 2022, in Quito - Manuela Saenz (Pichincha), family members of Ecuadorian citizens living in Ukraine staged a demonstration outside Carondelet palace to demand the government help evacuate their family members after Russia attacked the country. [size=no report]",0,1646087665,ECU
8862578,218,ECU1635,1635,"21 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Manabi,Portoviejo,,Portoviejo,-1.0546,-80.4545,1,"El Diario (Ecuador)",Subnational,"On 21 February 2022, in Portoviejo (Manta), residents of Fabian Palacios citadel staged a demonstration on La Prensa avenue to demand maintenance of streets, potable water services in high sectors, a sanitary sewage system construction, and the installation of security cameras due to the increasing levels of criminal activity. [size=no report]",0,1646087665,ECU
8850136,218,ECU1633,1633,"17 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Women (Ecuador)",6,"Protesters (Ecuador)",,6,66,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 17 February 2022, in Quito - Eugenio Espejo (Pichincha), activists in favor and against the Law for the voluntary termination of pregnancy in cases of rape staged a demonstration outside the National Assembly offices while the law was being debated, and finally approved. Groups against the law demanded the president to overrule and remove the law. [size=no report]",0,1645472937,ECU
8850138,218,ECU1625,1625,"17 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","FUT: United Workers' Front; Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 17 February 2022, in Quito - Eugenio Espejo (Pichincha), leaders of the United Workers' Front (FUT) marched from Agriculture Ministry towards the Work Ministry offices as a demonstration to demand the removal of the Work Minister. They claimed that he does not listen to workers' demands, including demands from those who were laid-off during the coronavirus pandemic. [size=no report]",0,1645472937,ECU
8850127,218,ECU1627,1627,"16 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Tungurahua,Ambato,,Ambato,-1.2491,-78.6168,1,"Diario Regional Los Andes",National,"On 16 February 2022, in Ambato (Tungurahua), mixed transportation drivers, their family members, friends, and community leaders staged a demonstration outside the Judicial Complex offices to demand a solution for necessary support for their work and their right to work to be respected. [size=no report]",0,1645472937,ECU
8850137,218,ECU1631,1631,"16 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 16 February 2022, in Quito - Manuela Saenz (Pichincha), activists and bicycle riders carried out a bike ride from Shyris tribune towards the Municipal Mobility Secretary offices, in the center of the city, as a demonstration to demand more security for bike riders in the streets. The demonstration came after a professional bike rider was run over by a car days before. [size=no report]",0,1645472937,ECU
8850164,218,ECU1632,1632,"16 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Heraldo (Ecuador)",National,"On 16 February 2022, in Quito - Eugenio Espejo (Pichincha), catastrophic illnesses patients marched through the city as a demonstration to complain about the lack of medicine supplies in the Social Security (IESS) network. [size=no report]",0,1645472937,ECU
8862558,218,ECU1634,1634,"16 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Tungurahua,Ambato,,Ambato,-1.2491,-78.6168,1,"Diario Regional Los Andes",National,"On 16 February 2022, in Ambato (Tungurahua), unionized drivers of mixed transportation companies, their family members, and friends staged a demonstration outside the judicial complex offices to demand a juridic solution for the local government authorize different truck stops so they can be allowed to work. [size=no report]",0,1646087665,ECU
8850166,218,ECU1626,1626,"13 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Government of Ecuador (2021-); Police Forces of Ecuador (2021-)",6,,,0,60,"South America",Ecuador,Tungurahua,Quero,,Quero,-1.3808,-78.6084,1,"El Heraldo (Ecuador)",Subnational,"On 13 February 2022, in Quero (Tungurahua), residents, authorities and police officers marched through the city as a demonstration against the increasing criminal activity in their sector. [size=no report]",0,1645472937,ECU
8850135,218,ECU1629,1629,"12 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,"El Comercio (Ecuador)",National,"On 12 February 2022, in Guayaquil (Guayas), members of animal rights organizations staged a demonstration in San Francisco square in the center of the city against animal abuse. The demonstration came after a man stabbed and killed a dog, and the video was uploaded to social media. [size=no report]",0,1645472937,ECU
8850165,218,ECU1630,1630,"12 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Tungurahua,Ambato,,Ambato,-1.2491,-78.6168,1,"El Heraldo (Ecuador)",Subnational,"On 12 February 2022, in Ambato (Tungurahua), around 100 residents of La Tarazana neighborhood, in Picaihua sector, marched through the sector with torches as a demonstration to complain about the increasing levels of criminal activity. [size=around 100]",0,1645472937,ECU
8830702,218,ECU1624,1624,"11 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,Cuenca,,Cuenca,-2.9006,-79.0045,1,"El Mercurio (Ecuador)",Subnational,"On 11 February 2022, in Cuenca (Azuay), unionized craftworkers of 34 unions staged a demonstration outside the Internal Revenue Services (SRI) offices to reject the RIMPE, which is a new tax registration system for small and medium-size business owners. [size=no report]",0,1644878385,ECU
8830729,218,ECU1623,1623,"11 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Labour Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,Cuenca,,Cuenca,-2.9006,-79.0045,1,"El Universo (Ecuador)",National,"On 11 February 2022, in Cuenca (Azuay), around 200 locals and workers from several communities of Molleturo district staged a demonstration outside the Azuay Government offices to complain about the announcement of closing the Cuenca-Molleturo highway for 40 days after the carnival festivities. They claimed the measure would affect their job as it will bring losses to those who sell products on the road. The closure was announced to clean and maintenance operations. [size=around 200]",0,1644878385,ECU
8850094,218,ECU1628,1628,"11 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","UNE: National Union of Educators; Teachers (Ecuador)",6,,,0,60,"South America",Ecuador,Loja,Loja,,Loja,-3.9931,-79.2042,1,"Cronica (Ecuador)",Subnational,"On 11 February 2022, in Loja (Loja), a considerable number of unionized teachers of the National Union of Educators (UNE) staged a demonstration in San Sebastian square to demand the government higher salaries and to re-hire teachers that were laid-off during the coronavirus pandemic. [size=a considerable number]",0,1645472937,ECU
8830631,218,ECU1622,1622,"10 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Catholic Christian Group (Ecuador)",6,,,0,60,"South America",Ecuador,Loja,Loja,,Loja,-3.9931,-79.2042,1,"Cronica (Ecuador)",Subnational,"On 10 February 2022, in Loja (Loja), anti-abortion members of 20 apostolic and Catholic groups staged a demonstration in the central park in front of the provincial government offices to reject the Law that Guarantees the Voluntary Interruption of Pregnancy for Girls, Adolescents and Women in Cases of Rape. [size=no report]",0,1644878385,ECU
8830683,218,ECU1621,1621,"09 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Napo,Tena,,Tena,-0.9922,-77.8163,1,"El Comercio (Ecuador)",National,"On 9 February 2022, in Tena (Napo), hundreds of residents, members of indigenous organizations, and collectives marched through the city as a demonstration to reject illegal mining operations in the province. They complained about the pollution in rivers and the increasing violence surrounding this kind of activity. [size=hundreds]",0,1644878385,ECU
8830739,218,ECU1620,1620,"08 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Guayas,Guayaquil,,Guayaquil,-2.1962,-79.8862,1,Expreso,National,"On 8 February 2022, in Guayaquil (Guayas), residents of La Garzota citadel staged a demonstration outside the Ombudsman offices in the center of the city to reject the installation of parking meters around a park in their sector. [size=no report]",0,1644878385,ECU
8830730,218,ECU1619,1619,"07 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)",,6,,,0,60,"South America",Ecuador,Carchi,Mira,,Mascarilla,0.4861,-78.0735,1,"El Universo (Ecuador)",National,"On 7 February 2022, in Mascarilla (Carchi), residents of Carpuela, Valle del Chota, Tambatu, and Mascarilla localities blocked the North Pan-American highway as a demonstration to demand the execution of pending works offered by the Mira, Ibarra municipal governments, and the Carchi and Imbabura provincial governments. [size=no report]",0,1644878385,ECU
