data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9388290,218,ECU2820,2820,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador); UP: Popular Unity (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,2,"El Universo (Ecuador); El Comercio (Ecuador)",National,"On 30 June 2022, in Quito - Eugenio Espejo (Pichincha), around 400 indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) marched along the Maldonado Avenue to the Arbolito park as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. The march had initiated in Cutuglahua and was attended by several members of the Popular Unity movement. Police forces were present but did not intervene. [size=around 400]",0,1657041386,ECU
9388291,218,ECU2821,2821,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador); Women (Ecuador); Teachers (Ecuador); Students (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"Expreso; El Comercio (Ecuador)",National,"On 30 June 2022, in Quito - Manuela Saenz (Pichincha), more than 2,000 Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE), women, teachers, and students held a protest, the so called 'March for Results', from the Ecuadorian House of Culture to the Seminario Mayor, where dialogue between the government and the CONAIE was taking place. They marched to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=more than 2,000]",0,1657041386,ECU
9388402,218,ECU2822,2822,"30 June 2022",2022,1,Riots,"Violent demonstration","Rioters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",5,"Civilians (Ecuador)","Labour Group (Ecuador)",7,57,"South America",Ecuador,Chimborazo,Riobamba,,Riobamba,-1.671,-78.6471,1,"Diario Regional Los Andes",Subnational,"On 30 June 2022, in Riobamba (Chimborazo), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) held a march as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. In San Alfonso and Los Alamos sectors, rioters who arrived on vehicles beat up business owners, prevented them from opening their establishments, and looted local markets. [size=no report]",0,1657041387,ECU
9388446,218,ECU2815,2815,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Canar,"La Troncal",,"La Puntilla",-2.4506,-79.3777,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in La Puntilla (Canar), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Zhud - Cochancay highway in Troncal sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388455,218,ECU2828,2828,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,Pucara,,Sarayunga,-3.3146,-79.5845,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Sarayunga (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Pasaje highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388479,218,ECU2819,2819,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Napo,Tena,,"Puerto Napo",-1.0429,-77.7938,2,"El Comercio (Ecuador)",National,"On 30 June 2022, near Puerto Napo (Napo), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highway leading to Puyo at km 10 and km 23 as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388488,218,ECU2816,2816,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Orellana,Loreto,,Loreto,-0.6846,-77.3086,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Loreto (Orellana), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highways leading to Narupa and Tena as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388491,218,ECU2830,2830,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,"Sevilla de Oro",,"Sevilla de Oro",-2.8003,-78.6546,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Sevilla de Oro (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Paute - Guarumales - Mendez highway at Amaluza sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388507,218,ECU2814,2814,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,Nabon,,"La Jarata",-3.3074,-79.1165,2,"El Comercio (Ecuador)",National,"On 30 June 2022, near La Jarata (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cumbe - La Jarata - Ona highway in the 34 and 49 kilometres as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388515,218,ECU2818,2818,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,Pucara,,Pucara,-3.2188,-79.4686,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Pucara (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Pasaje highway in Petro Ecuador gas station as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388516,218,ECU2829,2829,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,Cuenca,,Sayausi,-2.8744,-79.0732,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Sayausi (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Molleturo - Naranjal highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388519,218,ECU2826,2826,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,"Santa Isabel",,"Santa Isabel",-3.2742,-79.3152,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Santa Isabel (Azuay), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Giron - Pasaje highway in the Y Ramal sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388520,218,ECU2827,2827,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,Giron,,"Santa Marianita",-3.1349,-79.1355,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Santa Marianita (Azuay), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Giron - Pasaje highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388522,218,ECU2831,2831,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Canar,Suscal,,Suscal,-2.4379,-79.0511,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Suscal (Canar), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Zhud - Cochancay highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388525,218,ECU2835,2835,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Napo,Tena,,Tena,-0.9922,-77.8163,2,"El Comercio (Ecuador)",National,"On 30 June 2022, near Tena (Napo), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highways leading to Puyo and Archidona as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388526,218,ECU2817,2817,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,Mejia,,Machachi,-0.5123,-78.5655,2,"El Comercio (Ecuador)",National,"On 30 June 2022, near Machachi (Pichincha), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highway leading to Aloasi as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388535,218,ECU2825,2825,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Orellana,"La Joya de los Sachas",,"San Sebastian del Coca",-0.3392,-77.0044,2,"El Comercio (Ecuador)",National,"On 30 June 2022, near San Sebastian del Coca (Orellana), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highways leading to Tena, Narupa, Lago Agrario, and Dayuma as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388537,218,ECU2834,2834,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Azuay,Cuenca,,Tarqui,-3.0139,-79.0344,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Tarqui (Azuay), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca-Giron-Pasaje highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labour insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388547,218,ECU2824,2824,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,"San Miguel de los Bancos",,"San Miguel de los Bancos",0.0231,-78.8944,2,"El Comercio (Ecuador)",National,"On 30 June 2022, near San Miguel de los Bancos (Pichincha), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highway leading to Pedro Vicente Maldonado at km 115 as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
9388552,218,ECU2832,2832,"30 June 2022",2022,1,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,"South America",Ecuador,Pichincha,"Pedro Moncayo",,Tabacundo,0.0482,-78.2216,1,"El Comercio (Ecuador)",National,"On 30 June 2022, in Tabacundo (Pichincha), Indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highway leading to Cajas at the Y sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of nationwide demonstrations summoned by CONAIE, that had been carried out for eighteen consecutive days. [size=no report]",0,1657041387,ECU
